[2026-07-04T14:07:59.415+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-07-04T14:07:59.757+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-07-04T14:08:05.096+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190118474101.parquet -> /tmp/minio_downloads/customers_190118474101.parquet
[2026-07-04T14:08:05.135+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190118558805.parquet -> /tmp/minio_downloads/customers_190118558805.parquet
[2026-07-04T14:08:05.178+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190118637451.parquet -> /tmp/minio_downloads/customers_190118637451.parquet
[2026-07-04T14:08:05.222+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190118704077.parquet -> /tmp/minio_downloads/customers_190118704077.parquet
[2026-07-04T14:08:05.267+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190118757294.parquet -> /tmp/minio_downloads/customers_190118757294.parquet
[2026-07-04T14:08:05.327+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190118804450.parquet -> /tmp/minio_downloads/customers_190118804450.parquet
[2026-07-04T14:08:05.372+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190118859377.parquet -> /tmp/minio_downloads/customers_190118859377.parquet
[2026-07-04T14:08:05.412+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190118909807.parquet -> /tmp/minio_downloads/customers_190118909807.parquet
[2026-07-04T14:08:05.448+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190118962070.parquet -> /tmp/minio_downloads/customers_190118962070.parquet
[2026-07-04T14:08:05.487+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190119013345.parquet -> /tmp/minio_downloads/customers_190119013345.parquet
[2026-07-04T14:08:05.523+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190119066490.parquet -> /tmp/minio_downloads/customers_190119066490.parquet
[2026-07-04T14:08:05.557+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190119139754.parquet -> /tmp/minio_downloads/customers_190119139754.parquet
[2026-07-04T14:08:05.597+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190119263543.parquet -> /tmp/minio_downloads/customers_190119263543.parquet
[2026-07-04T14:08:05.643+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190119390209.parquet -> /tmp/minio_downloads/customers_190119390209.parquet
[2026-07-04T14:08:05.683+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190119463358.parquet -> /tmp/minio_downloads/customers_190119463358.parquet
[2026-07-04T14:08:05.727+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190119548561.parquet -> /tmp/minio_downloads/customers_190119548561.parquet
[2026-07-04T14:08:05.765+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190119628300.parquet -> /tmp/minio_downloads/customers_190119628300.parquet
[2026-07-04T14:08:05.802+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190119731265.parquet -> /tmp/minio_downloads/customers_190119731265.parquet
[2026-07-04T14:08:05.841+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190119816203.parquet -> /tmp/minio_downloads/customers_190119816203.parquet
[2026-07-04T14:08:05.880+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190119905698.parquet -> /tmp/minio_downloads/customers_190119905698.parquet
[2026-07-04T14:08:05.927+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120040271.parquet -> /tmp/minio_downloads/customers_190120040271.parquet
[2026-07-04T14:08:05.965+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120132786.parquet -> /tmp/minio_downloads/customers_190120132786.parquet
[2026-07-04T14:08:06.008+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120201937.parquet -> /tmp/minio_downloads/customers_190120201937.parquet
[2026-07-04T14:08:06.049+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120279098.parquet -> /tmp/minio_downloads/customers_190120279098.parquet
[2026-07-04T14:08:06.086+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120349697.parquet -> /tmp/minio_downloads/customers_190120349697.parquet
[2026-07-04T14:08:06.131+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120432051.parquet -> /tmp/minio_downloads/customers_190120432051.parquet
[2026-07-04T14:08:06.176+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120568706.parquet -> /tmp/minio_downloads/customers_190120568706.parquet
[2026-07-04T14:08:06.217+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120649298.parquet -> /tmp/minio_downloads/customers_190120649298.parquet
[2026-07-04T14:08:06.257+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120717788.parquet -> /tmp/minio_downloads/customers_190120717788.parquet
[2026-07-04T14:08:06.296+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120785337.parquet -> /tmp/minio_downloads/customers_190120785337.parquet
[2026-07-04T14:08:06.339+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120832918.parquet -> /tmp/minio_downloads/customers_190120832918.parquet
[2026-07-04T14:08:06.375+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120902521.parquet -> /tmp/minio_downloads/customers_190120902521.parquet
[2026-07-04T14:08:06.410+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190120964409.parquet -> /tmp/minio_downloads/customers_190120964409.parquet
[2026-07-04T14:08:06.450+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121020503.parquet -> /tmp/minio_downloads/customers_190121020503.parquet
[2026-07-04T14:08:06.489+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121089337.parquet -> /tmp/minio_downloads/customers_190121089337.parquet
[2026-07-04T14:08:06.538+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121147140.parquet -> /tmp/minio_downloads/customers_190121147140.parquet
[2026-07-04T14:08:06.582+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121236766.parquet -> /tmp/minio_downloads/customers_190121236766.parquet
[2026-07-04T14:08:06.632+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121314374.parquet -> /tmp/minio_downloads/customers_190121314374.parquet
[2026-07-04T14:08:06.682+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121389208.parquet -> /tmp/minio_downloads/customers_190121389208.parquet
[2026-07-04T14:08:06.723+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121470589.parquet -> /tmp/minio_downloads/customers_190121470589.parquet
[2026-07-04T14:08:06.763+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121557173.parquet -> /tmp/minio_downloads/customers_190121557173.parquet
[2026-07-04T14:08:06.807+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121635672.parquet -> /tmp/minio_downloads/customers_190121635672.parquet
[2026-07-04T14:08:06.846+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121708765.parquet -> /tmp/minio_downloads/customers_190121708765.parquet
[2026-07-04T14:08:06.887+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121774496.parquet -> /tmp/minio_downloads/customers_190121774496.parquet
[2026-07-04T14:08:06.923+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121828872.parquet -> /tmp/minio_downloads/customers_190121828872.parquet
[2026-07-04T14:08:06.958+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121884665.parquet -> /tmp/minio_downloads/customers_190121884665.parquet
[2026-07-04T14:08:06.993+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121936133.parquet -> /tmp/minio_downloads/customers_190121936133.parquet
[2026-07-04T14:08:07.033+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190121986968.parquet -> /tmp/minio_downloads/customers_190121986968.parquet
[2026-07-04T14:08:07.071+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122038502.parquet -> /tmp/minio_downloads/customers_190122038502.parquet
[2026-07-04T14:08:07.114+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122087552.parquet -> /tmp/minio_downloads/customers_190122087552.parquet
[2026-07-04T14:08:07.152+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122199861.parquet -> /tmp/minio_downloads/customers_190122199861.parquet
[2026-07-04T14:08:07.184+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122288107.parquet -> /tmp/minio_downloads/customers_190122288107.parquet
[2026-07-04T14:08:07.217+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122362702.parquet -> /tmp/minio_downloads/customers_190122362702.parquet
[2026-07-04T14:08:07.250+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122426397.parquet -> /tmp/minio_downloads/customers_190122426397.parquet
[2026-07-04T14:08:07.285+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122496594.parquet -> /tmp/minio_downloads/customers_190122496594.parquet
[2026-07-04T14:08:07.321+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122575921.parquet -> /tmp/minio_downloads/customers_190122575921.parquet
[2026-07-04T14:08:07.355+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122666732.parquet -> /tmp/minio_downloads/customers_190122666732.parquet
[2026-07-04T14:08:07.387+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122744017.parquet -> /tmp/minio_downloads/customers_190122744017.parquet
[2026-07-04T14:08:07.418+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122803790.parquet -> /tmp/minio_downloads/customers_190122803790.parquet
[2026-07-04T14:08:07.449+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122866720.parquet -> /tmp/minio_downloads/customers_190122866720.parquet
[2026-07-04T14:08:07.483+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122917755.parquet -> /tmp/minio_downloads/customers_190122917755.parquet
[2026-07-04T14:08:07.526+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190122965839.parquet -> /tmp/minio_downloads/customers_190122965839.parquet
[2026-07-04T14:08:07.563+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123017563.parquet -> /tmp/minio_downloads/customers_190123017563.parquet
[2026-07-04T14:08:07.603+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123087773.parquet -> /tmp/minio_downloads/customers_190123087773.parquet
[2026-07-04T14:08:07.642+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123155911.parquet -> /tmp/minio_downloads/customers_190123155911.parquet
[2026-07-04T14:08:07.671+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123225422.parquet -> /tmp/minio_downloads/customers_190123225422.parquet
[2026-07-04T14:08:07.705+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123295060.parquet -> /tmp/minio_downloads/customers_190123295060.parquet
[2026-07-04T14:08:07.742+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123375883.parquet -> /tmp/minio_downloads/customers_190123375883.parquet
[2026-07-04T14:08:07.775+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123461445.parquet -> /tmp/minio_downloads/customers_190123461445.parquet
[2026-07-04T14:08:07.808+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123549403.parquet -> /tmp/minio_downloads/customers_190123549403.parquet
[2026-07-04T14:08:07.842+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123629735.parquet -> /tmp/minio_downloads/customers_190123629735.parquet
[2026-07-04T14:08:07.877+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123712537.parquet -> /tmp/minio_downloads/customers_190123712537.parquet
[2026-07-04T14:08:07.912+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123785855.parquet -> /tmp/minio_downloads/customers_190123785855.parquet
[2026-07-04T14:08:07.943+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123852768.parquet -> /tmp/minio_downloads/customers_190123852768.parquet
[2026-07-04T14:08:07.974+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190123936501.parquet -> /tmp/minio_downloads/customers_190123936501.parquet
[2026-07-04T14:08:08.007+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124033849.parquet -> /tmp/minio_downloads/customers_190124033849.parquet
[2026-07-04T14:08:08.039+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124166322.parquet -> /tmp/minio_downloads/customers_190124166322.parquet
[2026-07-04T14:08:08.069+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124239295.parquet -> /tmp/minio_downloads/customers_190124239295.parquet
[2026-07-04T14:08:08.102+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124308641.parquet -> /tmp/minio_downloads/customers_190124308641.parquet
[2026-07-04T14:08:08.138+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124367126.parquet -> /tmp/minio_downloads/customers_190124367126.parquet
[2026-07-04T14:08:08.174+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124438120.parquet -> /tmp/minio_downloads/customers_190124438120.parquet
[2026-07-04T14:08:08.206+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124506813.parquet -> /tmp/minio_downloads/customers_190124506813.parquet
[2026-07-04T14:08:08.239+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124577918.parquet -> /tmp/minio_downloads/customers_190124577918.parquet
[2026-07-04T14:08:08.270+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124645052.parquet -> /tmp/minio_downloads/customers_190124645052.parquet
[2026-07-04T14:08:08.301+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124698144.parquet -> /tmp/minio_downloads/customers_190124698144.parquet
[2026-07-04T14:08:08.333+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124750698.parquet -> /tmp/minio_downloads/customers_190124750698.parquet
[2026-07-04T14:08:08.363+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124860523.parquet -> /tmp/minio_downloads/customers_190124860523.parquet
[2026-07-04T14:08:08.398+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190124942262.parquet -> /tmp/minio_downloads/customers_190124942262.parquet
[2026-07-04T14:08:08.428+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125013131.parquet -> /tmp/minio_downloads/customers_190125013131.parquet
[2026-07-04T14:08:08.458+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125105286.parquet -> /tmp/minio_downloads/customers_190125105286.parquet
[2026-07-04T14:08:08.489+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125202440.parquet -> /tmp/minio_downloads/customers_190125202440.parquet
[2026-07-04T14:08:08.517+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125298099.parquet -> /tmp/minio_downloads/customers_190125298099.parquet
[2026-07-04T14:08:08.548+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125375584.parquet -> /tmp/minio_downloads/customers_190125375584.parquet
[2026-07-04T14:08:08.576+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125437993.parquet -> /tmp/minio_downloads/customers_190125437993.parquet
[2026-07-04T14:08:08.604+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125502586.parquet -> /tmp/minio_downloads/customers_190125502586.parquet
[2026-07-04T14:08:08.637+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125580897.parquet -> /tmp/minio_downloads/customers_190125580897.parquet
[2026-07-04T14:08:08.668+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125642474.parquet -> /tmp/minio_downloads/customers_190125642474.parquet
[2026-07-04T14:08:08.696+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125701048.parquet -> /tmp/minio_downloads/customers_190125701048.parquet
[2026-07-04T14:08:08.726+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125761080.parquet -> /tmp/minio_downloads/customers_190125761080.parquet
[2026-07-04T14:08:08.756+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125833530.parquet -> /tmp/minio_downloads/customers_190125833530.parquet
[2026-07-04T14:08:08.789+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125898658.parquet -> /tmp/minio_downloads/customers_190125898658.parquet
[2026-07-04T14:08:08.821+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190125975991.parquet -> /tmp/minio_downloads/customers_190125975991.parquet
[2026-07-04T14:08:08.853+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190126066822.parquet -> /tmp/minio_downloads/customers_190126066822.parquet
[2026-07-04T14:08:08.886+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190126198505.parquet -> /tmp/minio_downloads/customers_190126198505.parquet
[2026-07-04T14:08:08.919+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190126301475.parquet -> /tmp/minio_downloads/customers_190126301475.parquet
[2026-07-04T14:08:08.950+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190126398593.parquet -> /tmp/minio_downloads/customers_190126398593.parquet
[2026-07-04T14:08:08.979+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190126533501.parquet -> /tmp/minio_downloads/customers_190126533501.parquet
[2026-07-04T14:08:09.009+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190126611796.parquet -> /tmp/minio_downloads/customers_190126611796.parquet
[2026-07-04T14:08:09.039+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190126673708.parquet -> /tmp/minio_downloads/customers_190126673708.parquet
[2026-07-04T14:08:09.069+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190126725267.parquet -> /tmp/minio_downloads/customers_190126725267.parquet
[2026-07-04T14:08:09.102+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190126787313.parquet -> /tmp/minio_downloads/customers_190126787313.parquet
[2026-07-04T14:08:09.132+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190126855392.parquet -> /tmp/minio_downloads/customers_190126855392.parquet
[2026-07-04T14:08:09.162+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190126906171.parquet -> /tmp/minio_downloads/customers_190126906171.parquet
[2026-07-04T14:08:09.193+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190126961049.parquet -> /tmp/minio_downloads/customers_190126961049.parquet
[2026-07-04T14:08:09.222+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190127014299.parquet -> /tmp/minio_downloads/customers_190127014299.parquet
[2026-07-04T14:08:09.252+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190127077863.parquet -> /tmp/minio_downloads/customers_190127077863.parquet
[2026-07-04T14:08:09.283+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190127230270.parquet -> /tmp/minio_downloads/customers_190127230270.parquet
[2026-07-04T14:08:09.316+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190127379217.parquet -> /tmp/minio_downloads/customers_190127379217.parquet
[2026-07-04T14:08:09.348+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190127480731.parquet -> /tmp/minio_downloads/customers_190127480731.parquet
[2026-07-04T14:08:09.379+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190127588343.parquet -> /tmp/minio_downloads/customers_190127588343.parquet
[2026-07-04T14:08:09.407+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190127655023.parquet -> /tmp/minio_downloads/customers_190127655023.parquet
[2026-07-04T14:08:09.440+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190127718661.parquet -> /tmp/minio_downloads/customers_190127718661.parquet
[2026-07-04T14:08:09.470+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190127807503.parquet -> /tmp/minio_downloads/customers_190127807503.parquet
[2026-07-04T14:08:09.502+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190127875342.parquet -> /tmp/minio_downloads/customers_190127875342.parquet
[2026-07-04T14:08:09.536+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190127934037.parquet -> /tmp/minio_downloads/customers_190127934037.parquet
[2026-07-04T14:08:09.569+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190127986063.parquet -> /tmp/minio_downloads/customers_190127986063.parquet
[2026-07-04T14:08:09.606+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190128037403.parquet -> /tmp/minio_downloads/customers_190128037403.parquet
[2026-07-04T14:08:09.650+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190128094155.parquet -> /tmp/minio_downloads/customers_190128094155.parquet
[2026-07-04T14:08:09.698+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190128153350.parquet -> /tmp/minio_downloads/customers_190128153350.parquet
[2026-07-04T14:08:09.742+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190128208574.parquet -> /tmp/minio_downloads/customers_190128208574.parquet
[2026-07-04T14:08:09.781+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190128269321.parquet -> /tmp/minio_downloads/customers_190128269321.parquet
[2026-07-04T14:08:09.816+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190128431709.parquet -> /tmp/minio_downloads/customers_190128431709.parquet
[2026-07-04T14:08:09.852+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190128531915.parquet -> /tmp/minio_downloads/customers_190128531915.parquet
[2026-07-04T14:08:09.883+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190128627723.parquet -> /tmp/minio_downloads/customers_190128627723.parquet
[2026-07-04T14:08:09.916+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190128728340.parquet -> /tmp/minio_downloads/customers_190128728340.parquet
[2026-07-04T14:08:09.946+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190128798458.parquet -> /tmp/minio_downloads/customers_190128798458.parquet
[2026-07-04T14:08:09.976+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190128859676.parquet -> /tmp/minio_downloads/customers_190128859676.parquet
[2026-07-04T14:08:10.008+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190128933072.parquet -> /tmp/minio_downloads/customers_190128933072.parquet
[2026-07-04T14:08:10.041+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190129009410.parquet -> /tmp/minio_downloads/customers_190129009410.parquet
[2026-07-04T14:08:10.073+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190129066318.parquet -> /tmp/minio_downloads/customers_190129066318.parquet
[2026-07-04T14:08:10.104+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190129134200.parquet -> /tmp/minio_downloads/customers_190129134200.parquet
[2026-07-04T14:08:10.136+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190129228717.parquet -> /tmp/minio_downloads/customers_190129228717.parquet
[2026-07-04T14:08:10.170+0000] {logging_mixin.py:188} INFO - Downloaded customers/date=2026-06-17/customers_190129346180.parquet -> /tmp/minio_downloads/customers_190129346180.parquet
